customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
JL42497,Nevada,F,High School or Below,2729.126448,66900.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
WQ91717,Arizona,F,College,7643.068919,0.0,106.0,1.0,Special Auto,SUV,508.8
WO39817,Oregon,M,High School or Below,2493.591571,37043.0,68.0,3.0,Personal Auto,Two-Door Car,30.984936
HW20940,California,M,Bachelor,4170.572119,42837.0,106.0,0.0,Personal Auto,SUV,290.580543
KE60943,California,M,Bachelor,4908.207958,33305.0,62.0,0.0,Special Auto,Four-Door Car,353.77899
ZI48518,Nevada,F,High School or Below,3891.583881,0.0,103.0,0.0,Personal Auto,Sports Car,558.281543
KI17749,Oregon,F,High School or Below,2682.423898,24823.0,69.0,0.0,Personal Auto,Four-Door Car,229.279059
DS50601,Nevada,M,Bachelor,10003.24729,98192.0,84.0,1.0,Personal Auto,Four-Door Car,403.2
PU78245,Arizona,F,Bachelor,13094.60875,88249.0,108.0,0.0,Personal Auto,SUV,244.803741
MP96373,Washington,M,Master,5719.785738,54585.0,71.0,1.0,Personal Auto,Two-Door Car,340.8
QK62680,Oregon,F,Master,9393.968332,39770.0,117.0,0.0,Personal Auto,Two-Door Car,561.6
HN63935,Arizona,M,Master,3433.82408,85367.0,85.0,0.0,Personal Auto,Four-Door Car,67.975243
ON30714,California,M,College,4932.878744,74809.0,61.0,0.0,Personal Auto,Two-Door Car,283.787384
FM61329,California,M,College,13610.10746,50144.0,114.0,0.0,Personal Auto,SUV,786.934186
NK91656,Oregon,M,Master,2913.323811,20075.0,79.0,1.0,Personal Auto,Two-Door Car,483.731784
MS94619,California,F,High School or Below,5111.304579,76448.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
MO38507,California,M,High School or Below,4540.381153,59556.0,113.0,0.0,Personal Auto,Sports Car,681.505066
PQ36549,Arizona,M,Bachelor,5598.273622,14174.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
WG91434,Oregon,M,High School or Below,9638.066778,35230.0,61.0,1.0,Personal Auto,Four-Door Car,16.214764
WR43077,California,M,High School or Below,9801.287358,0.0,91.0,0.0,Corporate Auto,Four-Door Car,436.8
LR10110,Washington,F,Bachelor,5504.139033,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
XZ58588,Arizona,M,High School or Below,8447.801005,0.0,114.0,0.0,Corporate Auto,Four-Door Car,547.2
FX12602,Oregon,M,High School or Below,19927.63513,51352.0,66.0,3.0,Personal Auto,Four-Door Car,95.661376
BL55947,California,M,College,5815.261714,76675.0,72.0,0.0,Personal Auto,Four-Door Car,141.718568
LA60344,Arizona,M,College,18690.34066,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
KQ44803,Arizona,M,College,7224.235434,0.0,72.0,2.0,Personal Auto,Two-Door Car,297.419028
QY81331,Arizona,F,High School or Below,8595.982289,94242.0,71.0,1.0,Personal Auto,Four-Door Car,41.229484
NP33989,Oregon,F,Bachelor,12362.08766,0.0,113.0,0.0,Personal Auto,Four-Door Car,217.92632
CP30637,California,F,High School or Below,4916.303715,71153.0,122.0,0.0,Corporate Auto,Sports Car,209.019238
RW50070,Arizona,M,High School or Below,8935.274872,63326.0,225.0,0.0,Personal Auto,Luxury Car,1080.0
LO42325,California,F,Bachelor,5433.214031,29629.0,71.0,4.0,Special Auto,Four-Door Car,228.443418
YQ50209,Arizona,M,High School or Below,4847.24253,0.0,69.0,0.0,Corporate Auto,Four-Door Car,599.152722
JP35025,California,F,Master,5714.165863,23726.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
WZ13788,Nevada,F,High School or Below,10097.68732,48999.0,86.0,3.0,Corporate Auto,Four-Door Car,412.8
IS21172,Oregon,F,Bachelor,4726.869327,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
CL10476,Arizona,M,College,7079.790277,24245.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
WO83615,Nevada,M,Bachelor,5395.434909,44047.0,137.0,0.0,Corporate Auto,Sports Car,969.232217
ZJ77881,Oregon,F,Bachelor,9452.996411,91942.0,117.0,0.0,Personal Auto,Four-Door Car,561.6
GT37101,Oregon,F,High School or Below,5284.312599,37640.0,67.0,0.0,Personal Auto,Two-Door Car,174.046849
WE13528,California,F,High School or Below,20215.3918,77058.0,63.0,0.0,Personal Auto,Four-Door Car,119.331041
BT78503,Oregon,M,High School or Below,2510.054168,0.0,73.0,0.0,Corporate Auto,Four-Door Car,525.6
WM19967,California,F,College,19884.91592,63755.0,62.0,0.0,Personal Auto,Two-Door Car,291.860708
EW13798,California,F,Doctor,4014.453113,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
RO18530,Washington,M,Master,2540.689797,42557.0,65.0,0.0,Personal Auto,Four-Door Car,57.562324
AY18433,Washington,F,High School or Below,27382.81893,45473.0,76.0,0.0,Special Auto,Two-Door Car,188.938397
CS29328,Nevada,M,Bachelor,4875.31604,10743.0,70.0,2.0,Personal Auto,Two-Door Car,336.0
QL75176,Oregon,F,High School or Below,12324.2654,0.0,113.0,0.0,Personal Auto,Four-Door Car,813.6
IO25161,Arizona,F,College,2280.386988,0.0,61.0,0.0,Personal Auto,Four-Door Car,283.881697
FA82777,Arizona,F,High School or Below,4165.994433,0.0,64.0,3.0,Personal Auto,Four-Door Car,575.890362
GR49281,California,M,Bachelor,4974.801539,75644.0,65.0,3.0,Personal Auto,Two-Door Car,467.803638
ZW19492,Oregon,M,Bachelor,2404.917967,63455.0,61.0,0.0,Personal Auto,Two-Door Car,287.654819
UW88168,Oregon,M,Bachelor,3032.816016,73782.0,76.0,0.0,Special Auto,Four-Door Car,111.622054
XX53620,Oregon,F,Bachelor,2891.272351,80590.0,71.0,0.0,Corporate Auto,Four-Door Car,134.158389
IM90123,California,F,Bachelor,15261.41386,59797.0,127.0,0.0,Personal Auto,SUV,609.6
BE33446,Arizona,F,Bachelor,5015.009472,48567.0,130.0,0.0,Personal Auto,SUV,624.0
YW11227,California,M,Bachelor,5325.394799,62470.0,66.0,0.0,Personal Auto,Two-Door Car,243.766542
UF32671,Washington,F,College,5291.395332,57338.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
ZW10467,Arizona,F,High School or Below,16107.19004,63288.0,199.0,0.0,Personal Auto,Luxury Car,558.433218
KK95092,Arizona,M,Bachelor,7605.637524,55281.0,192.0,1.0,Personal Auto,Luxury SUV,921.6
HZ43637,Arizona,F,College,3065.365332,22985.0,77.0,0.0,Special Auto,Four-Door Car,458.056054
FY82691,California,F,College,6245.575806,39608.0,78.0,1.0,Corporate Auto,Four-Door Car,22.961216
SO40738,California,F,High School or Below,9406.381948,99189.0,117.0,0.0,Corporate Auto,SUV,75.302707
MB83471,Oregon,M,High School or Below,7815.46882,0.0,112.0,0.0,Personal Auto,Four-Door Car,574.102379
GA63091,California,M,College,9747.99401,0.0,92.0,0.0,Personal Auto,Four-Door Car,514.360634
AU75025,Oregon,M,College,4686.469674,58089.0,118.0,0.0,Personal Auto,SUV,566.4
XF15789,Arizona,F,College,8869.619888,81350.0,110.0,0.0,Personal Auto,SUV,228.185834
SH13204,California,F,High School or Below,4741.808942,0.0,65.0,0.0,Personal Auto,Two-Door Car,731.289267
FX48006,Oregon,M,College,24178.68478,43704.0,201.0,0.0,Personal Auto,Luxury SUV,1064.482165
HS69837,Oregon,M,College,7951.777533,75497.0,100.0,0.0,Personal Auto,SUV,71.773341
GL49408,California,M,Doctor,6762.082924,40372.0,85.0,0.0,Corporate Auto,Four-Door Car,76.975713
PK51938,Oregon,F,College,3044.78946,17489.0,85.0,0.0,Corporate Auto,Four-Door Car,587.689075
JE62426,Arizona,F,High School or Below,5908.16294,86277.0,74.0,0.0,Personal Auto,Four-Door Car,212.039619
IA31850,Arizona,F,College,4574.547243,0.0,63.0,0.0,Personal Auto,Four-Door Car,453.6
PP50567,California,M,Bachelor,8377.499751,0.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
CS26667,Washington,M,College,22332.43946,49078.0,97.0,0.0,Special Auto,Four-Door Car,484.013411
UF73578,California,M,High School or Below,5838.89915,81082.0,73.0,0.0,Personal Auto,Four-Door Car,281.295903
MY23958,California,M,Bachelor,7577.065297,0.0,116.0,2.0,Personal Auto,Sports Car,835.2
OP75571,Arizona,F,College,8012.841201,40635.0,102.0,0.0,Personal Auto,SUV,489.6
SI60881,Oregon,F,Bachelor,9217.978125,26351.0,119.0,0.0,Personal Auto,SUV,571.2
DQ15807,Oregon,M,High School or Below,2749.189304,0.0,80.0,0.0,Personal Auto,Four-Door Car,824.487259
WU15684,Nevada,F,College,3588.87609,42836.0,89.0,0.0,Corporate Auto,Four-Door Car,244.580023
KR17533,Oregon,M,Doctor,3954.538361,40175.0,102.0,1.0,Personal Auto,SUV,154.721555
IM98086,California,M,College,3230.576665,62873.0,81.0,0.0,Personal Auto,Four-Door Car,207.75186
XY48850,Nevada,F,High School or Below,5158.648497,0.0,74.0,0.0,Personal Auto,Two-Door Car,588.936956
YT25875,California,F,College,2776.582901,50985.0,71.0,0.0,Personal Auto,Two-Door Car,307.68931
TL59568,Arizona,M,High School or Below,12836.00951,0.0,116.0,0.0,Personal Auto,Two-Door Car,835.2
UE52886,Arizona,M,Bachelor,28421.57022,42803.0,245.0,0.0,Personal Auto,Luxury Car,889.288242
TM28833,Oregon,M,College,2276.392936,0.0,69.0,1.0,Personal Auto,Two-Door Car,624.980751
SQ60915,Arizona,M,High School or Below,3895.961837,35970.0,98.0,0.0,Corporate Auto,Four-Door Car,470.4
GU42084,Arizona,M,Bachelor,4247.683347,44537.0,106.0,0.0,Corporate Auto,Sports Car,441.907057
ZH93283,Arizona,M,College,6005.847375,13528.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
WF51811,Arizona,F,College,2719.506996,14030.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
RL51023,Arizona,M,College,4185.757242,0.0,64.0,0.0,Corporate Auto,Four-Door Car,492.644465
NQ67659,Nevada,F,Bachelor,33473.34946,33190.0,106.0,0.0,Personal Auto,SUV,508.8
KI45566,Nevada,M,College,7331.508054,0.0,100.0,0.0,Personal Auto,Sports Car,61.580247
WB68229,Arizona,F,Bachelor,9320.284812,21033.0,118.0,0.0,Personal Auto,Two-Door Car,738.975495
UF84144,Washington,M,College,3312.323945,26285.0,84.0,0.0,Corporate Auto,Four-Door Car,403.2
ZH28312,California,F,Bachelor,5560.278162,0.0,74.0,0.0,Corporate Auto,Four-Door Car,65.953005
GK48045,Washington,F,College,8214.602384,73245.0,68.0,0.0,Personal Auto,Four-Door Car,305.121363
HZ67642,California,M,Bachelor,8647.139152,0.0,119.0,0.0,Personal Auto,SUV,244.816163
HE12295,California,M,High School or Below,4446.738622,0.0,61.0,0.0,Personal Auto,Four-Door Car,616.279356
XL66550,Oregon,M,Bachelor,7769.841954,74365.0,193.0,0.0,Corporate Auto,Luxury Car,926.4
AL27471,Oregon,M,Doctor,3911.118202,30821.0,97.0,0.0,Personal Auto,Four-Door Car,451.319227
NG94479,Arizona,F,High School or Below,2731.520409,69844.0,68.0,0.0,Corporate Auto,Four-Door Car,184.379697
WR58220,Oregon,M,Bachelor,8401.788653,0.0,124.0,0.0,Personal Auto,SUV,595.2
RT64920,Oregon,M,Master,5875.038074,55836.0,73.0,0.0,Personal Auto,Four-Door Car,314.936185
IR58695,Oregon,M,High School or Below,6188.379423,40352.0,77.0,0.0,Corporate Auto,Four-Door Car,406.367233
AS93181,Arizona,F,Bachelor,4506.577736,14985.0,116.0,0.0,Personal Auto,Sports Car,571.319514
ML23548,Arizona,F,Doctor,10548.53703,27458.0,131.0,1.0,Personal Auto,Sports Car,730.373515
PU71194,Oregon,F,Bachelor,35203.57475,56343.0,295.0,0.0,Personal Auto,Luxury Car,1612.962321
QT46430,California,F,College,8193.750001,12780.0,111.0,2.0,Personal Auto,Sports Car,225.437098
WP83694,California,F,Bachelor,5313.436344,68558.0,131.0,0.0,Personal Auto,SUV,280.903779
UE19977,California,F,College,4379.770178,47747.0,111.0,0.0,Personal Auto,Two-Door Car,165.588524
WC83942,Oregon,M,Bachelor,20885.55547,16113.0,81.0,0.0,Corporate Auto,Four-Door Car,494.890996
HZ62410,Oregon,M,Bachelor,2771.963072,0.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
CE72177,California,F,High School or Below,5461.548993,39626.0,69.0,0.0,Personal Auto,Four-Door Car,485.705851
YI89801,California,F,High School or Below,2570.235172,49304.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
KB53430,Oregon,M,High School or Below,2227.072755,27972.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
KB50999,California,F,College,5394.000979,27568.0,68.0,0.0,Personal Auto,Two-Door Car,278.689331
JO17193,Washington,M,Bachelor,2300.691547,25905.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
BO42776,Washington,M,Bachelor,25360.10404,21442.0,108.0,0.0,Corporate Auto,SUV,518.4
OZ19432,Nevada,F,High School or Below,4374.038985,34516.0,113.0,3.0,Special Auto,Four-Door Car,42.950852
VT34834,Nevada,M,High School or Below,4953.358432,0.0,68.0,0.0,Personal Auto,Four-Door Car,342.468248
MI65698,Oregon,F,College,4590.811214,28354.0,118.0,0.0,Personal Auto,Two-Door Car,320.327775
IG85969,Arizona,F,College,5062.37379,0.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
SE72928,California,M,Master,9075.768214,37722.0,116.0,0.0,Personal Auto,Sports Car,158.077504
QV47358,Arizona,F,Bachelor,8133.157212,32021.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
HR50405,Oregon,F,Bachelor,2869.301319,13393.0,73.0,0.0,Personal Auto,Four-Door Car,34.708194
MN53151,Oregon,M,College,27937.75093,13624.0,117.0,0.0,Personal Auto,Sports Car,561.6
VD64777,Nevada,F,College,2606.186321,27800.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
EG21289,California,F,College,7764.273102,58419.0,191.0,0.0,Personal Auto,Luxury Car,202.468807
YI85251,Nevada,M,High School or Below,18380.39026,50407.0,92.0,0.0,Personal Auto,Four-Door Car,352.060768
RD61361,Arizona,F,Bachelor,6102.953572,0.0,84.0,0.0,Personal Auto,Four-Door Car,856.347474
PG26401,Washington,M,High School or Below,9191.672825,77603.0,114.0,0.0,Personal Auto,SUV,547.2
NV91476,California,F,College,9581.281433,75606.0,119.0,0.0,Personal Auto,Four-Door Car,571.2
SJ16410,Arizona,M,Bachelor,7532.262392,41458.0,98.0,0.0,Personal Auto,Four-Door Car,191.100227
BI17208,Oregon,M,College,2795.321353,0.0,74.0,0.0,Personal Auto,Two-Door Car,420.765993
WR70403,Washington,M,High School or Below,5673.840992,0.0,82.0,0.0,Personal Auto,Two-Door Car,445.001296
ZZ22858,Arizona,F,Bachelor,15016.18511,70619.0,187.0,0.0,Personal Auto,Luxury Car,293.948632
EZ75048,California,M,Doctor,3087.249746,41273.0,77.0,0.0,Personal Auto,Four-Door Car,221.226696
CN31328,Arizona,F,College,5480.701059,46946.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
ZP91150,Oregon,M,College,7944.973807,0.0,113.0,0.0,Corporate Auto,Four-Door Car,542.4
LC77957,Oregon,M,Bachelor,8543.247323,99180.0,106.0,0.0,Personal Auto,SUV,33.751887
PT34656,California,F,College,5380.898636,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
MI99404,California,M,College,4650.063763,28215.0,65.0,0.0,Personal Auto,Two-Door Car,468.0
AI58313,Nevada,F,College,36946.06393,75425.0,116.0,1.0,Personal Auto,Sports Car,663.643801
VA60020,Nevada,F,High School or Below,3314.55133,63583.0,83.0,0.0,Special Auto,Four-Door Car,167.39959
TW53467,California,M,Bachelor,4566.377261,0.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
IC11062,Nevada,F,High School or Below,5597.12496,37995.0,139.0,0.0,Personal Auto,SUV,667.2
OO11531,Nevada,F,Master,2540.551456,37125.0,63.0,0.0,Personal Auto,Four-Door Car,290.911693
JV80614,California,M,College,2939.330187,53357.0,73.0,0.0,Personal Auto,Four-Door Car,55.320014
IC70693,California,F,Bachelor,16068.34838,70140.0,199.0,0.0,Corporate Auto,Luxury Car,955.2
JY45326,Oregon,M,College,7360.873696,52380.0,186.0,2.0,Personal Auto,Luxury SUV,892.8
QW17940,California,M,High School or Below,2700.985899,79292.0,67.0,0.0,Corporate Auto,Four-Door Car,55.394702
AV25133,Oregon,F,College,3095.705571,0.0,92.0,1.0,Personal Auto,Two-Door Car,774.892461
QJ57215,Nevada,F,College,4383.751482,0.0,123.0,0.0,Personal Auto,SUV,1480.336748
IG94072,Oregon,F,High School or Below,9928.874825,75425.0,123.0,0.0,Personal Auto,Sports Car,823.798803
WC28543,Arizona,M,Bachelor,2399.17815,20992.0,64.0,0.0,Personal Auto,Two-Door Car,307.2
DH13219,Washington,M,Bachelor,3402.777293,57428.0,85.0,1.0,Corporate Auto,Four-Door Car,414.649796
ET80689,California,M,College,8711.302422,92606.0,109.0,0.0,Special Auto,SUV,287.437831
JD10245,California,M,High School or Below,4358.762008,86001.0,109.0,1.0,Personal Auto,SUV,523.2
XO96556,Arizona,M,Master,2551.226692,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
UJ61336,Arizona,F,Bachelor,5642.747998,68654.0,71.0,2.0,Personal Auto,Four-Door Car,208.048487
XS94482,Arizona,F,Master,4151.667368,0.0,61.0,3.0,Personal Auto,Two-Door Car,208.892861
QX57337,Oregon,F,Doctor,2842.025913,92629.0,72.0,3.0,Personal Auto,Four-Door Car,60.845685
CZ35936,California,F,High School or Below,8791.444942,54094.0,112.0,0.0,Corporate Auto,SUV,502.994931
IM41800,Nevada,M,College,8268.272933,95419.0,70.0,3.0,Personal Auto,Four-Door Car,336.0
GI70742,Oregon,F,High School or Below,8581.637267,66466.0,71.0,0.0,Personal Auto,Four-Door Car,293.016168
HQ32112,Arizona,M,High School or Below,5244.40475,68131.0,130.0,0.0,Personal Auto,SUV,226.607648
CC85895,Nevada,F,Bachelor,8509.019846,56481.0,106.0,0.0,Personal Auto,SUV,273.250112
CF40646,California,M,College,4743.615503,70082.0,119.0,0.0,Personal Auto,SUV,571.2
RF39856,Nevada,M,Bachelor,22754.66137,51437.0,115.0,0.0,Corporate Auto,SUV,244.086665
VT85216,Nevada,M,High School or Below,5335.015944,0.0,73.0,0.0,Personal Auto,Four-Door Car,525.6
SW69117,Oregon,M,College,6966.319103,27972.0,90.0,0.0,Corporate Auto,Two-Door Car,240.318607
EI58852,Arizona,F,High School or Below,21205.37785,24930.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
FN61865,Nevada,F,Master,4271.200049,26245.0,110.0,0.0,Personal Auto,Two-Door Car,44.284642
LI11560,California,F,Bachelor,5580.818466,57883.0,69.0,0.0,Personal Auto,Four-Door Car,431.847824
NY12562,Nevada,F,College,2224.089639,0.0,64.0,0.0,Corporate Auto,Four-Door Car,483.25721
GE46404,Oregon,F,College,2709.539796,58828.0,68.0,0.0,Personal Auto,Four-Door Car,446.751243
PP26786,Arizona,M,College,2890.338106,51906.0,73.0,0.0,Corporate Auto,Four-Door Car,374.864662
BE55425,Oregon,M,College,6403.577368,28095.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
SH75038,California,F,Bachelor,5981.381645,88723.0,74.0,0.0,Personal Auto,Two-Door Car,355.2
LD22387,California,F,High School or Below,6225.022266,53078.0,79.0,2.0,Corporate Auto,Four-Door Car,200.97608
FF94034,California,F,Bachelor,8496.358981,88895.0,106.0,0.0,Personal Auto,Sports Car,209.863509
YK16362,Arizona,F,Bachelor,10213.99111,60078.0,127.0,0.0,Corporate Auto,SUV,140.819942
DN10177,California,M,College,4547.162694,0.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
IV35546,Nevada,F,Master,5741.696078,45820.0,71.0,0.0,Corporate Auto,Four-Door Car,249.742856
SK12432,Arizona,M,Bachelor,2388.353882,0.0,73.0,0.0,Personal Auto,Four-Door Car,677.970934
DF71709,California,M,College,12624.96121,12439.0,115.0,0.0,Corporate Auto,Two-Door Car,552.0
UT61518,California,M,Bachelor,8382.478392,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
PU75847,Arizona,M,College,4964.666365,98451.0,62.0,0.0,Personal Auto,Four-Door Car,316.546868
XA47378,California,F,Bachelor,2871.437451,23803.0,72.0,0.0,Corporate Auto,Two-Door Car,410.548521
NE22677,California,M,College,13080.78528,0.0,124.0,0.0,Special Auto,SUV,595.2
HV62406,Oregon,F,High School or Below,2482.411991,26100.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
VS20668,Nevada,F,Bachelor,2726.834065,0.0,73.0,0.0,Personal Auto,Four-Door Car,376.923839
YZ79232,Oregon,M,Master,4776.186527,0.0,67.0,0.0,Personal Auto,Four-Door Car,315.215329
ND87457,Nevada,M,Bachelor,6091.89923,65252.0,78.0,0.0,Personal Auto,Four-Door Car,482.48791
TY59231,California,F,Bachelor,5015.009472,48567.0,130.0,0.0,Personal Auto,SUV,624.0
DA54619,Oregon,F,High School or Below,9035.671134,34337.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
OL27257,Nevada,F,College,4381.880534,20394.0,115.0,0.0,Personal Auto,Two-Door Car,508.614758
TH86528,Washington,F,High School or Below,5775.517825,0.0,76.0,0.0,Personal Auto,Two-Door Car,784.611446
DS34823,Arizona,F,High School or Below,4250.282624,0.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
HB24005,California,M,College,2347.048112,31617.0,62.0,1.0,Personal Auto,Four-Door Car,244.269407
ZV96574,California,F,High School or Below,6940.069184,0.0,62.0,1.0,Corporate Auto,Four-Door Car,297.6
JC80093,Washington,M,Master,2572.506605,21104.0,66.0,0.0,Personal Auto,Four-Door Car,118.454974
KN24990,Arizona,M,College,41491.74481,37748.0,181.0,2.0,Personal Auto,Luxury Car,868.8
RR39751,California,F,Bachelor,3571.346578,0.0,96.0,0.0,Personal Auto,Four-Door Car,438.661509
BN80677,Oregon,M,Bachelor,12734.21253,25023.0,82.0,0.0,Corporate Auto,Two-Door Car,397.139856
WL74893,Oregon,F,College,4529.112791,0.0,62.0,0.0,Special Auto,Four-Door Car,271.164139
ZN59196,Oregon,F,Bachelor,4177.876779,14108.0,109.0,0.0,Personal Auto,Four-Door Car,523.2
PF77449,Washington,F,High School or Below,9824.745841,23923.0,82.0,1.0,Personal Auto,Four-Door Car,393.6
HO38996,Oregon,M,High School or Below,2430.801647,0.0,67.0,0.0,Special Auto,Four-Door Car,321.6
YU86361,Washington,F,Master,19160.98994,22705.0,239.0,0.0,Personal Auto,Luxury SUV,1294.700423
PJ13204,California,F,High School or Below,3301.518961,0.0,89.0,0.0,Corporate Auto,Two-Door Car,427.2
SP63623,Oregon,M,College,4692.098956,0.0,69.0,0.0,Personal Auto,Four-Door Car,506.92275
DP33625,Arizona,M,College,8092.87696,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
BJ18904,Arizona,M,College,3964.534974,14616.0,106.0,0.0,Personal Auto,SUV,575.260213
TR26615,Oregon,M,High School or Below,2497.531509,0.0,69.0,0.0,Corporate Auto,Two-Door Car,272.381465
ZD44648,Arizona,M,College,9656.212573,29504.0,125.0,0.0,Personal Auto,SUV,1224.56345
QW60568,California,M,College,8888.143979,58789.0,111.0,0.0,Corporate Auto,Four-Door Car,215.438825
